order_id,order_date,customer_id,city,category,product,quantity,price,discount,revenue,rating
ORD1239,2025-12-24,CUST1001,Hyderabad,Beauty,Moisturizer,5.0,4642.33,10.0,20890.49,4.0
ORD1240,2025-01-10,CUST1019,Kolkata,Electronics,Smartwatch,4.0,42885.42,0.0,171541.68,5.0
ORD1241,2025-12-08,CUST1040,Ahmedabad,Clothing,Jeans,2.0,524.63,10.0,944.33,5.0
ORD1242,2025-04-09,CUST1053,Kolkata,Books,Business Analytics,2.0,1147.62,0.0,2295.24,3.0
ORD1243,2025-10-17,CUST1103,Kolkata,Electronics,Smartphone,2.0,67855.79,15.0,115354.84,5.0
ORD1244,2025-05-17,CUST1047,Kolkata,Clothing,Sneakers,3.0,4451.66,15.0,11351.73,2.0
ORD1245,2025-11-29,CUST1051,Ahmedabad,Beauty,Perfume,2.0,4916.08,15.0,8357.34,5.0
ORD1246,2025-10-18,CUST1009,Bengaluru,Home & Kitchen,Mixer,3.0,2126.07,25.0,4783.66,5.0
ORD1247,2025-07-04,CUST1056,Pune,Sports,Cricket Bat,4.0,631.84,25.0,1895.52,4.0
ORD1248,2025-05-18,CUST1017,Mumbai,Sports,Football,1.0,4175.82,0.0,4175.82,5.0
ORD1249,2025-07-29,CUST1023,Pune,Beauty,Perfume,5.0,1307.33,15.0,5556.15,3.0
ORD1250,2025-05-28,CUST1050,Ahmedabad,Home & Kitchen,Mixer,1.0,11409.98,5.0,10839.48,5.0
ORD1251,2025-05-12,CUST1052,Delhi,Clothing,T-Shirt,3.0,4421.34,15.0,11274.42,5.0
ORD1252,2025-12-29,CUST1080,Mumbai,Home & Kitchen,Air Fryer,1.0,6787.53,10.0,6108.78,5.0
ORD1253,2025-04-24,CUST1113,Kolkata,Clothing,Jacket,3.0,4563.45,5.0,13005.83,1.0
ORD1254,2025-11-01,CUST1087,Hyderabad,Books,Business Analytics,1.0,389.74,0.0,389.74,3.0
ORD1255,2025-12-28,CUST1008,Delhi,Electronics,Smartwatch,5.0,32628.46,15.0,138670.95,4.0
ORD1256,2025-04-15,CUST1024,Mumbai,Books,Python Basics,2.0,584.05,15.0,992.88,5.0
ORD1257,2025-08-14,CUST1102,Bengaluru,Sports,Dumbbells,1.0,5065.11,20.0,4052.09,5.0
ORD1258,2025-07-19,CUST1116,Ahmedabad,Books,SQL Guide,1.0,1493.68,5.0,1419.0,4.0
ORD1259,2025-11-11,CUST1047,Bengaluru,Clothing,Sneakers,3.0,2673.22,20.0,6415.73,4.0
ORD1260,2025-01-29,CUST1087,Pune,Home & Kitchen,Mixer,2.0,1805.24,20.0,2888.38,5.0
ORD1261,2025-11-11,CUST1025,Bengaluru,Clothing,Sneakers,5.0,658.29,15.0,2797.73,3.0
ORD1262,2025-12-08,CUST1005,Delhi,Books,Business Analytics,2.0,1073.63,15.0,1825.17,5.0
ORD1263,2025-02-24,CUST1069,Bengaluru,Beauty,Face Wash,2.0,597.64,0.0,1195.28,3.0
ORD1264,2025-03-15,CUST1104,Hyderabad,Books,Python Basics,3.0,1238.98,20.0,2973.55,5.0
ORD1265,2025-06-22,CUST1028,Pune,Beauty,Moisturizer,4.0,1935.13,25.0,5805.39,2.0
ORD1266,2025-10-09,CUST1051,Delhi,Home & Kitchen,Coffee Maker,5.0,5037.07,5.0,23926.08,4.0
ORD1267,2025-10-22,CUST1028,Kolkata,Beauty,Perfume,1.0,3462.41,15.0,2943.05,4.0
ORD1268,2025-03-10,CUST1071,Pune,Sports,Dumbbells,1.0,5651.68,20.0,4521.34,2.0
ORD1269,2025-02-06,CUST1059,Hyderabad,Beauty,Shampoo,1.0,2352.34,15.0,1999.49,5.0
ORD1270,2025-08-05,CUST1087,Chennai,Home & Kitchen,Bedsheet,3.0,1548.45,20.0,3716.28,3.0
ORD1271,2025-04-14,CUST1058,Chennai,Beauty,Face Wash,3.0,2504.32,25.0,5634.72,5.0
ORD1272,2025-10-13,CUST1055,Chennai,Electronics,Smartwatch,5.0,48187.39,20.0,192749.56,4.0
ORD1273,2025-10-11,CUST1081,Ahmedabad,Clothing,Sneakers,4.0,2064.53,15.0,7019.4,5.0
ORD1274,2025-10-24,CUST1006,Chennai,Books,SQL Guide,2.0,937.62,15.0,1593.95,4.0
ORD1275,2025-05-22,CUST1024,Bengaluru,Home & Kitchen,Air Fryer,3.0,9146.28,5.0,26066.9,3.0
ORD1276,2025-04-10,CUST1012,Ahmedabad,Beauty,Face Wash,4.0,4505.03,20.0,14416.1,2.0
ORD1277,2025-03-11,CUST1106,Chennai,Sports,Yoga Mat,2.0,2102.31,5.0,3994.39,4.0
ORD1278,2025-05-11,CUST1097,Delhi,Sports,Yoga Mat,4.0,1463.49,20.0,4683.17,4.0
ORD1279,2025-10-30,CUST1085,Delhi,Home & Kitchen,Air Fryer,2.0,2225.49,5.0,4228.43,4.0
ORD1280,2025-10-01,CUST1025,Pune,Electronics,Smartphone,3.0,56497.09,15.0,144067.58,5.0
ORD1281,2025-03-26,CUST1057,Bengaluru,Home & Kitchen,Bedsheet,2.0,4841.08,5.0,9198.05,3.0
ORD1282,2025-04-25,CUST1044,Delhi,Home & Kitchen,Coffee Maker,2.0,9219.94,5.0,17517.89,3.0
ORD1283,2025-07-16,CUST1092,Mumbai,Electronics,Smartphone,4.0,30894.92,5.0,117400.7,3.0
ORD1284,2025-11-13,CUST1057,Hyderabad,Books,Python Basics,3.0,1264.5,0.0,3793.5,5.0
ORD1285,2025-10-05,CUST1010,Chennai,Home & Kitchen,Bedsheet,5.0,9664.26,25.0,36240.98,4.0
ORD1286,2025-05-29,CUST1092,Hyderabad,Electronics,Wireless Earbuds,3.0,38647.5,10.0,104348.25,4.0
ORD1287,2025-01-26,CUST1102,Kolkata,Beauty,Moisturizer,5.0,1358.34,0.0,6791.7,5.0
ORD1288,2025-04-25,CUST1090,Bengaluru,Books,SQL Guide,5.0,1634.85,0.0,8174.25,4.0
ORD1289,2025-08-13,CUST1036,Delhi,Sports,Football,4.0,2395.52,25.0,7186.56,4.0
ORD1290,2025-12-13,CUST1008,Kolkata,Clothing,T-Shirt,1.0,760.75,15.0,646.64,4.0
ORD1291,2025-12-24,CUST1032,Ahmedabad,Electronics,Wireless Earbuds,4.0,18878.66,5.0,71738.91,5.0
ORD1292,2025-10-25,CUST1116,Bengaluru,Books,Business Analytics,1.0,1316.56,25.0,987.42,3.0
ORD1293,2025-09-13,CUST1031,Kolkata,Home & Kitchen,Bedsheet,3.0,5615.52,5.0,16004.23,4.0
ORD1294,2025-11-01,CUST1082,Mumbai,Sports,Football,4.0,2580.75,20.0,8258.4,3.0
ORD1295,2025-11-24,CUST1063,Chennai,Beauty,Shampoo,2.0,481.63,25.0,722.44,3.0
ORD1296,2025-09-30,CUST1029,Delhi,Sports,Dumbbells,1.0,2673.79,10.0,2406.41,4.0
ORD1297,2025-07-12,CUST1078,Chennai,Clothing,T-Shirt,3.0,2657.38,10.0,7174.93,5.0
ORD1298,2025-05-28,CUST1009,Delhi,Sports,Yoga Mat,5.0,2765.14,15.0,11751.84,5.0
ORD1299,2025-02-17,CUST1025,Delhi,Books,SQL Guide,1.0,446.68,20.0,357.34,4.0
ORD1300,2025-10-18,CUST1065,Kolkata,Clothing,Jeans,3.0,1802.43,5.0,5136.93,5.0
ORD1301,2025-01-09,CUST1114,Hyderabad,Beauty,Perfume,4.0,1497.22,5.0,5689.44,3.0
ORD1302,2025-05-26,CUST1011,Delhi,Home & Kitchen,Bedsheet,2.0,10282.72,15.0,17480.62,1.0
ORD1303,2025-08-13,CUST1103,Delhi,Sports,Football,3.0,1660.14,20.0,3984.34,5.0
ORD1304,2025-11-13,CUST1012,Hyderabad,Books,Data Analytics,2.0,375.8,25.0,563.7,4.0
ORD1305,2025-02-08,CUST1088,Ahmedabad,Beauty,Moisturizer,4.0,3969.94,0.0,15879.76,5.0
ORD1306,2025-09-29,CUST1020,Chennai,Home & Kitchen,Mixer,5.0,6707.53,25.0,25153.24,5.0
ORD1307,2025-09-03,CUST1061,Hyderabad,Beauty,Perfume,3.0,1420.19,0.0,4260.57,4.0
ORD1308,2025-11-30,CUST1093,Chennai,Beauty,Moisturizer,2.0,3998.39,25.0,5997.59,3.0
ORD1309,2025-06-15,CUST1116,Mumbai,Clothing,Jacket,2.0,1348.39,15.0,2292.26,5.0
ORD1310,2025-05-09,CUST1080,Pune,Sports,Dumbbells,5.0,5913.02,10.0,26608.59,5.0
ORD1311,2025-02-05,CUST1035,Hyderabad,Electronics,Smartwatch,2.0,33567.24,0.0,67134.48,5.0
ORD1312,2025-11-19,CUST1030,Kolkata,Sports,Football,2.0,5889.88,10.0,10601.78,4.0
ORD1313,2025-12-13,CUST1003,Pune,Clothing,Jeans,2.0,3463.16,15.0,5887.37,5.0
ORD1314,2025-06-30,CUST1055,Bengaluru,Clothing,Sneakers,4.0,3035.85,15.0,10321.89,2.0
ORD1315,2025-11-13,CUST1007,Bengaluru,Sports,Dumbbells,4.0,2680.4,0.0,10721.6,5.0
ORD1316,2025-09-30,CUST1036,Delhi,Sports,Football,2.0,5266.35,5.0,10006.07,5.0
ORD1317,2025-05-29,CUST1004,Bengaluru,Beauty,Shampoo,3.0,1454.79,20.0,3491.5,3.0
ORD1318,2025-09-29,CUST1013,Pune,Books,Python Basics,4.0,1253.34,10.0,4512.02,4.0
ORD1319,2025-11-02,CUST1098,Mumbai,Electronics,Smartphone,1.0,20495.17,15.0,17420.89,5.0
ORD1320,2025-12-21,CUST1082,Ahmedabad,Home & Kitchen,Bedsheet,3.0,2379.51,5.0,6781.6,5.0
ORD1321,2025-03-10,CUST1015,Pune,Sports,Cricket Bat,5.0,1664.75,5.0,7907.56,2.0
ORD1322,2025-02-18,CUST1089,Hyderabad,Electronics,Laptop,5.0,12591.58,0.0,62957.9,5.0
ORD1323,2025-06-10,CUST1063,Ahmedabad,Electronics,Smartwatch,1.0,62694.85,15.0,53290.62,5.0
ORD1324,2025-06-20,CUST1051,Kolkata,Sports,Cricket Bat,3.0,2403.35,5.0,6849.55,3.0
ORD1325,2025-09-09,CUST1040,Ahmedabad,Sports,Cricket Bat,3.0,1854.94,0.0,5564.82,5.0
ORD1326,2025-10-07,CUST1091,Delhi,Sports,Football,5.0,927.6,25.0,3478.5,4.0
ORD1327,2025-04-01,CUST1035,Bengaluru,Home & Kitchen,Coffee Maker,4.0,4104.22,25.0,12312.66,4.0
ORD1328,2025-08-16,CUST1040,Chennai,Beauty,Perfume,4.0,3168.58,0.0,12674.32,3.0
ORD1329,2025-01-19,CUST1050,Pune,Beauty,Shampoo,3.0,648.13,20.0,1555.51,4.0
ORD1330,2025-09-29,CUST1102,Kolkata,Electronics,Smartwatch,2.0,35339.68,20.0,56543.49,3.0
ORD1331,2025-01-31,CUST1075,Chennai,Home & Kitchen,Coffee Maker,1.0,6092.63,20.0,4874.1,4.0
ORD1332,2025-08-08,CUST1015,Mumbai,Books,Business Analytics,3.0,1092.99,15.0,2787.12,5.0
ORD1333,2025-07-23,CUST1057,Ahmedabad,Home & Kitchen,Coffee Maker,4.0,11122.87,10.0,40042.33,4.0
ORD1334,2025-03-21,CUST1071,Mumbai,Books,SQL Guide,3.0,571.33,10.0,1542.59,2.0
ORD1335,2025-03-20,CUST1069,Ahmedabad,Beauty,Perfume,2.0,3747.29,20.0,5995.66,1.0
ORD1336,2025-08-17,CUST1048,Chennai,Electronics,Laptop,5.0,18376.63,10.0,82694.84,4.0
ORD1337,2025-12-11,CUST1061,Delhi,Clothing,Jeans,2.0,1538.06,20.0,2460.9,5.0
ORD1338,2025-03-23,CUST1042,Bengaluru,Sports,Cricket Bat,5.0,5993.56,20.0,23974.24,3.0
ORD1339,2025-02-09,CUST1064,Bengaluru,Sports,Cricket Bat,4.0,5964.37,15.0,20278.86,5.0
ORD1340,2025-03-16,CUST1081,Kolkata,Beauty,Shampoo,5.0,4684.79,5.0,22252.75,4.0
ORD1341,2025-12-02,CUST1109,Hyderabad,Clothing,Jeans,5.0,4935.29,10.0,22208.81,5.0
ORD1342,2025-07-19,CUST1021,Hyderabad,Sports,Dumbbells,2.0,2264.68,15.0,3849.96,4.0
ORD1343,2025-06-04,CUST1040,Hyderabad,Beauty,Shampoo,3.0,3821.12,10.0,10317.02,4.0
ORD1344,2025-06-12,CUST1013,Kolkata,Electronics,Smartphone,1.0,60732.29,25.0,45549.22,3.0
ORD1345,2025-04-04,CUST1079,Ahmedabad,Books,SQL Guide,1.0,774.54,0.0,774.54,3.0
ORD1346,2025-08-01,CUST1003,Kolkata,Clothing,Jacket,1.0,747.21,25.0,560.41,1.0
ORD1347,2025-05-20,CUST1009,Pune,Electronics,Laptop,3.0,35570.66,15.0,90705.18,4.0
ORD1348,2025-03-07,CUST1041,Hyderabad,Sports,Football,5.0,560.59,15.0,2382.51,5.0
ORD1349,2025-03-13,CUST1072,Ahmedabad,Sports,Yoga Mat,5.0,4129.92,5.0,19617.12,5.0
ORD1350,2025-06-24,CUST1089,Delhi,Books,Business Analytics,3.0,750.41,25.0,1688.42,4.0
ORD1351,2025-04-29,CUST1053,Hyderabad,Sports,Yoga Mat,1.0,4412.75,10.0,3971.47,1.0
ORD1352,2025-10-23,CUST1006,Mumbai,Beauty,Face Wash,4.0,3950.25,15.0,13430.85,5.0
ORD1353,2025-11-12,CUST1027,Hyderabad,Books,Python Basics,4.0,668.35,15.0,2272.39,1.0
ORD1354,2025-10-28,CUST1053,Delhi,Home & Kitchen,Mixer,3.0,2778.67,0.0,8336.01,5.0
ORD1355,2025-07-05,CUST1002,Kolkata,Beauty,Moisturizer,3.0,4647.32,0.0,13941.96,5.0
ORD1356,2025-12-21,CUST1095,Mumbai,Sports,Football,5.0,5482.46,5.0,26041.68,4.0
ORD1357,2025-08-21,CUST1069,Hyderabad,Electronics,Smartwatch,1.0,46113.68,15.0,39196.63,4.0
ORD1358,2025-09-24,CUST1063,Pune,Electronics,Wireless Earbuds,4.0,12651.07,20.0,40483.42,5.0
ORD1359,2025-01-09,CUST1045,Ahmedabad,Sports,Football,3.0,5832.02,5.0,16621.26,5.0
ORD1360,2025-12-11,CUST1012,Delhi,Clothing,Jeans,2.0,2587.65,15.0,4399.01,5.0
ORD1361,2025-08-04,CUST1075,Pune,Books,Business Analytics,4.0,1577.58,10.0,5679.29,3.0
ORD1362,2025-12-27,CUST1055,Mumbai,Books,Data Analytics,2.0,1339.39,15.0,2276.96,3.0
ORD1363,2025-10-03,CUST1091,Delhi,Sports,Football,5.0,891.84,10.0,4013.28,4.0
ORD1364,2025-07-09,CUST1005,Pune,Clothing,Jacket,2.0,4305.65,20.0,6889.04,5.0
ORD1365,2025-09-09,CUST1059,Bengaluru,Sports,Dumbbells,2.0,1137.44,15.0,1933.65,5.0
ORD1366,2025-01-18,CUST1055,Delhi,Electronics,Smartphone,1.0,50627.1,0.0,50627.1,3.0
ORD1367,2025-06-05,CUST1004,Chennai,Clothing,Jeans,4.0,2848.44,10.0,10254.38,3.0
ORD1368,2025-02-09,CUST1055,Delhi,Beauty,Perfume,2.0,3361.27,20.0,5378.03,1.0
ORD1369,2025-11-06,CUST1064,Delhi,Home & Kitchen,Air Fryer,2.0,9875.39,10.0,17775.7,4.0
ORD1370,2025-05-06,CUST1089,Mumbai,Beauty,Face Wash,1.0,2721.13,20.0,2176.9,4.0
ORD1371,2025-04-01,CUST1092,Ahmedabad,Electronics,Smartwatch,5.0,9380.67,25.0,35177.51,5.0
ORD1372,2025-12-06,CUST1089,Mumbai,Clothing,Sneakers,4.0,3345.6,5.0,12713.28,5.0
ORD1373,2025-02-03,CUST1119,Delhi,Home & Kitchen,Air Fryer,5.0,2443.52,15.0,10384.96,4.0
ORD1374,2025-04-29,CUST1019,Ahmedabad,Electronics,Laptop,3.0,60244.59,15.0,153623.7,4.0
ORD1375,2025-12-26,CUST1032,Kolkata,Clothing,Jeans,1.0,732.75,0.0,732.75,5.0
ORD1376,2025-12-06,CUST1119,Ahmedabad,Beauty,Face Wash,1.0,2291.18,0.0,2291.18,4.0
ORD1377,2025-02-17,CUST1034,Pune,Books,Python Basics,5.0,1589.3,15.0,6754.52,4.0
ORD1378,2025-12-23,CUST1085,Bengaluru,Books,Business Analytics,2.0,1096.08,25.0,1644.12,3.0
ORD1379,2025-06-18,CUST1022,Hyderabad,Clothing,T-Shirt,3.0,1400.83,10.0,3782.24,5.0
ORD1380,2025-05-08,CUST1056,Pune,Sports,Cricket Bat,2.0,2453.7,10.0,4416.66,5.0
ORD1381,2025-01-16,CUST1109,Pune,Beauty,Perfume,1.0,2988.17,25.0,2241.13,3.0
ORD1382,2025-02-15,CUST1082,Chennai,Home & Kitchen,Coffee Maker,1.0,6339.52,15.0,5388.59,3.0
ORD1383,2025-02-25,CUST1086,Pune,Home & Kitchen,Mixer,2.0,11293.36,20.0,18069.38,5.0
ORD1384,2025-03-01,CUST1100,Hyderabad,Sports,Football,5.0,2378.46,15.0,10108.45,4.0
ORD1385,2025-08-09,CUST1032,Bengaluru,Sports,Yoga Mat,3.0,577.69,15.0,1473.11,5.0
ORD1386,2025-04-10,CUST1043,Bengaluru,Electronics,Smartwatch,1.0,22895.43,10.0,20605.89,1.0
ORD1387,2025-05-05,CUST1040,Bengaluru,Clothing,T-Shirt,5.0,2233.25,10.0,10049.62,4.0
ORD1388,2025-10-04,CUST1043,Ahmedabad,Electronics,Wireless Earbuds,1.0,20531.09,5.0,19504.54,5.0
ORD1389,2025-01-25,CUST1092,Chennai,Electronics,Wireless Earbuds,4.0,27504.06,15.0,93513.8,5.0
ORD1390,2025-10-07,CUST1092,Bengaluru,Books,Python Basics,5.0,951.52,0.0,4757.6,5.0
ORD1391,2025-01-14,CUST1012,Bengaluru,Electronics,Smartwatch,3.0,69644.69,0.0,208934.07,5.0
ORD1392,2025-10-19,CUST1063,Kolkata,Beauty,Face Wash,1.0,3919.88,20.0,3135.9,5.0
ORD1393,2025-08-29,CUST1054,Pune,Home & Kitchen,Mixer,4.0,5438.79,5.0,20667.4,1.0
ORD1394,2025-11-17,CUST1104,Ahmedabad,Clothing,Sneakers,2.0,2412.96,0.0,4825.92,3.0
ORD1395,2025-06-20,CUST1031,Bengaluru,Books,Python Basics,4.0,1053.77,5.0,4004.33,4.0
ORD1396,2025-07-26,CUST1058,Kolkata,Beauty,Face Wash,1.0,1954.07,15.0,1660.96,4.0
ORD1397,2025-07-31,CUST1101,Delhi,Books,Python Basics,4.0,1477.08,25.0,4431.24,5.0
ORD1398,2025-10-26,CUST1038,Bengaluru,Electronics,Smartwatch,3.0,18538.67,5.0,52835.21,4.0
ORD1399,2025-04-05,CUST1008,Bengaluru,Electronics,Smartwatch,5.0,42959.47,0.0,214797.35,5.0
ORD1400,2025-07-06,CUST1009,Chennai,Beauty,Face Wash,5.0,617.38,15.0,2623.86,3.0
ORD1401,2025-04-06,CUST1039,Mumbai,Home & Kitchen,Mixer,2.0,10820.96,25.0,16231.44,3.0
ORD1402,2025-02-27,CUST1087,Ahmedabad,Beauty,Perfume,4.0,2380.48,10.0,8569.73,2.0
ORD1403,2025-12-03,CUST1011,Ahmedabad,Sports,Cricket Bat,2.0,3153.07,25.0,4729.61,5.0
ORD1404,2025-04-25,CUST1082,Pune,Electronics,Wireless Earbuds,5.0,66744.57,10.0,300350.57,4.0
ORD1405,2025-06-24,CUST1085,Hyderabad,Sports,Cricket Bat,2.0,5441.06,5.0,10338.01,3.0
ORD1406,2025-05-04,CUST1054,Mumbai,Electronics,Wireless Earbuds,1.0,48531.29,0.0,48531.29,5.0
ORD1407,2025-11-07,CUST1039,Ahmedabad,Sports,Dumbbells,5.0,5319.47,20.0,21277.88,3.0
ORD1408,2025-01-23,CUST1066,Bengaluru,Home & Kitchen,Bedsheet,3.0,4124.93,25.0,9281.09,4.0
ORD1409,2025-05-01,CUST1047,Delhi,Beauty,Perfume,1.0,1530.91,5.0,1454.36,5.0
ORD1410,2025-05-19,CUST1032,Ahmedabad,Home & Kitchen,Coffee Maker,3.0,9444.84,0.0,28334.52,4.0
ORD1411,2025-09-17,CUST1052,Ahmedabad,Clothing,Jacket,1.0,4071.53,25.0,3053.65,2.0
ORD1412,2025-02-03,CUST1004,Delhi,Sports,Football,5.0,3021.07,0.0,15105.35,4.0
ORD1413,2025-08-07,CUST1076,Ahmedabad,Sports,Dumbbells,1.0,4478.87,15.0,3807.04,5.0
ORD1414,2025-11-14,CUST1012,Hyderabad,Beauty,Perfume,4.0,4259.54,15.0,14482.44,1.0
ORD1415,2025-01-08,CUST1023,Ahmedabad,Sports,Yoga Mat,1.0,4066.19,25.0,3049.64,4.0
ORD1416,2025-02-04,CUST1086,Kolkata,Home & Kitchen,Coffee Maker,4.0,3088.83,20.0,9884.26,5.0
ORD1417,2025-08-03,CUST1074,Delhi,Electronics,Laptop,2.0,68268.35,5.0,129709.87,5.0
ORD1418,2025-09-23,CUST1108,Mumbai,Clothing,Jacket,2.0,677.86,0.0,1355.72,1.0
ORD1419,2025-03-29,CUST1059,Kolkata,Books,SQL Guide,5.0,1434.75,25.0,5380.31,4.0
ORD1420,2025-06-07,CUST1076,Ahmedabad,Home & Kitchen,Mixer,2.0,6643.2,15.0,11293.44,4.0
ORD1421,2025-10-06,CUST1043,Delhi,Beauty,Moisturizer,5.0,2108.01,0.0,10540.05,3.0
ORD1422,2025-07-01,CUST1102,Mumbai,Clothing,Jeans,1.0,3938.34,20.0,3150.67,5.0
ORD1423,2025-05-26,CUST1119,Bengaluru,Books,Data Analytics,1.0,420.42,10.0,378.38,3.0
ORD1424,2025-07-01,CUST1019,Pune,Clothing,T-Shirt,1.0,3081.38,10.0,2773.24,4.0
ORD1425,2025-03-18,CUST1105,Kolkata,Clothing,Sneakers,2.0,2427.77,0.0,4855.54,5.0
ORD1426,2025-03-04,CUST1063,Chennai,Home & Kitchen,Coffee Maker,3.0,1574.37,5.0,4486.95,2.0
ORD1427,2025-09-16,CUST1101,Mumbai,Books,Python Basics,1.0,399.6,20.0,319.68,5.0
ORD1428,2025-11-08,CUST1057,Hyderabad,Electronics,Smartphone,1.0,11489.91,15.0,9766.42,3.0
ORD1429,2025-11-21,CUST1119,Pune,Sports,Cricket Bat,2.0,3188.94,20.0,5102.3,4.0
ORD1430,2025-06-24,CUST1014,Chennai,Electronics,Wireless Earbuds,5.0,11208.48,5.0,53240.28,5.0
ORD1431,2025-05-08,CUST1063,Bengaluru,Books,SQL Guide,4.0,927.86,5.0,3525.87,4.0
ORD1432,2025-04-02,CUST1005,Delhi,Home & Kitchen,Air Fryer,2.0,4221.38,20.0,6754.21,4.0
ORD1433,2025-12-20,CUST1102,Mumbai,Sports,Dumbbells,2.0,1235.83,15.0,2100.91,5.0
ORD1434,2025-01-18,CUST1022,Ahmedabad,Clothing,Jeans,1.0,538.78,0.0,538.78,5.0
ORD1435,2025-05-06,CUST1091,Kolkata,Clothing,T-Shirt,2.0,823.38,20.0,1317.41,4.0
ORD1436,2025-12-28,CUST1048,Delhi,Home & Kitchen,Coffee Maker,1.0,7466.12,5.0,7092.81,3.0
ORD1437,2025-09-10,CUST1091,Pune,Beauty,Face Wash,2.0,3103.29,15.0,5275.59,5.0
ORD1438,2025-07-22,CUST1105,Bengaluru,Books,Python Basics,5.0,670.9,15.0,2851.32,3.0
ORD1439,2025-03-13,CUST1065,Ahmedabad,Beauty,Moisturizer,3.0,4880.57,20.0,11713.37,4.0
ORD1440,2025-07-12,CUST1103,Ahmedabad,Home & Kitchen,Air Fryer,1.0,3451.06,25.0,2588.3,2.0
ORD1441,2025-02-25,CUST1109,Ahmedabad,Sports,Yoga Mat,1.0,4709.27,5.0,4473.81,2.0
ORD1442,2025-08-19,CUST1008,Kolkata,Sports,Yoga Mat,1.0,4305.16,25.0,3228.87,5.0
ORD1443,2025-03-11,CUST1115,Mumbai,Books,SQL Guide,5.0,783.69,15.0,3330.68,5.0
ORD1444,2025-10-03,CUST1060,Delhi,Beauty,Face Wash,4.0,2354.5,20.0,7534.4,5.0
ORD1445,2025-01-22,CUST1006,Pune,Electronics,Laptop,4.0,37845.27,15.0,128673.92,4.0
ORD1446,2025-08-28,CUST1023,Chennai,Home & Kitchen,Bedsheet,3.0,7354.14,10.0,19856.18,5.0
ORD1447,2025-10-11,CUST1013,Mumbai,Clothing,Sneakers,4.0,2918.78,15.0,9923.85,5.0
ORD1448,2025-09-05,CUST1048,Hyderabad,Clothing,Sneakers,3.0,4428.44,15.0,11292.52,2.0
ORD1449,2025-12-17,CUST1071,Bengaluru,Clothing,T-Shirt,1.0,4223.48,20.0,3378.78,4.0
ORD1450,2025-09-22,CUST1032,Bengaluru,Home & Kitchen,Coffee Maker,3.0,10478.01,0.0,31434.03,4.0
ORD1451,2025-12-02,CUST1114,Pune,Clothing,T-Shirt,4.0,1368.61,0.0,5474.44,4.0
ORD1452,2025-05-04,CUST1103,Pune,Beauty,Moisturizer,2.0,797.03,5.0,1514.36,5.0
ORD1453,2025-11-25,CUST1116,Delhi,Books,Business Analytics,5.0,466.23,20.0,1864.92,5.0
ORD1454,2025-11-19,CUST1119,Hyderabad,Home & Kitchen,Mixer,1.0,11140.99,25.0,8355.74,4.0
ORD1455,2025-08-17,CUST1082,Kolkata,Beauty,Face Wash,4.0,2643.42,20.0,8458.94,1.0
ORD1456,2025-01-20,CUST1080,Ahmedabad,Books,Python Basics,5.0,715.8,25.0,2684.25,5.0
ORD1457,2025-11-15,CUST1015,Bengaluru,Electronics,Wireless Earbuds,4.0,36681.2,15.0,124716.08,4.0
ORD1458,2025-02-23,CUST1110,Hyderabad,Electronics,Wireless Earbuds,2.0,59871.73,10.0,107769.11,3.0
ORD1459,2025-10-09,CUST1076,Bengaluru,Books,Data Analytics,2.0,1144.97,0.0,2289.94,4.0
ORD1460,2025-11-26,CUST1031,Chennai,Books,Python Basics,1.0,1670.15,0.0,1670.15,5.0
ORD1461,2025-01-13,CUST1115,Ahmedabad,Beauty,Shampoo,4.0,3545.33,15.0,12054.12,1.0
ORD1462,2025-01-05,CUST1038,Hyderabad,Beauty,Face Wash,4.0,2073.22,5.0,7878.24,4.0
ORD1463,2025-11-20,CUST1046,Mumbai,Electronics,Smartphone,3.0,23489.22,10.0,63420.89,4.0
ORD1464,2025-04-18,CUST1030,Pune,Books,Python Basics,1.0,779.5,25.0,584.62,4.0
ORD1465,2025-12-29,CUST1004,Delhi,Electronics,Wireless Earbuds,4.0,25683.71,25.0,77051.13,5.0
ORD1466,2025-08-14,CUST1014,Chennai,Clothing,Jeans,3.0,639.48,20.0,1534.75,5.0
ORD1467,2025-09-23,CUST1012,Pune,Clothing,Jacket,4.0,2282.29,15.0,7759.79,1.0
ORD1468,2025-07-23,CUST1058,Kolkata,Beauty,Face Wash,5.0,374.28,15.0,1590.69,5.0
ORD1469,2025-12-06,CUST1015,Delhi,Home & Kitchen,Coffee Maker,1.0,8603.32,15.0,7312.82,5.0
ORD1470,2025-01-29,CUST1043,Mumbai,Books,Python Basics,1.0,1554.3,10.0,1398.87,3.0
ORD1471,2025-02-01,CUST1049,Kolkata,Beauty,Perfume,5.0,1080.17,10.0,4860.77,4.0
ORD1472,2025-02-15,CUST1088,Ahmedabad,Sports,Football,5.0,4089.12,25.0,15334.2,3.0
ORD1473,2025-06-09,CUST1050,Kolkata,Home & Kitchen,Mixer,2.0,11356.05,10.0,20440.89,5.0
ORD1474,2025-01-12,CUST1056,Hyderabad,Sports,Football,3.0,4644.03,10.0,12538.88,3.0
ORD1475,2025-12-03,CUST1099,Hyderabad,Sports,Yoga Mat,4.0,2431.73,15.0,8267.88,5.0
ORD1476,2025-06-30,CUST1046,Kolkata,Home & Kitchen,Air Fryer,4.0,3836.74,0.0,15346.96,3.0
ORD1477,2025-05-09,CUST1028,Hyderabad,Beauty,Moisturizer,5.0,4424.14,25.0,16590.53,5.0
